ID,Company Name,Job Title,Location,Job Description,url
52,Mistral AI,"Applied AI Engineer, USA",United States,"Mistral AI is seeking an Applied AI Engineer to facilitate the adoption of its products among customers and collaborate with them to address complex technical challenges.The Applied AI Engineer will be an integral part of our Applied AI Engineering team, which is dedicated to driving the successful deployment of Mistral AI products. They will work hand-in-hand with customers from the pre-sale stage to post-implementation, ensuring our solutions meet and exceed client expectations. In this role, you’ll manage daily customer relations involving multiple stakeholders (CEO/CTO, data scientists, and software engineers) and function as a key resource in externalising our research in production settings.Key Responsibilities:- You’ll be responsible for onboarding customers on our products and APIs, providing guidance on prompting, evaluation, and fine-tuning, and ensuring the best production integration with back-end and front-end interfaces. - You’ll work on state-of-the-art GenAI applications from consumer products to industrial use cases, driving with our customers a crucial technological transformation. You’ll individually help deploy into production use cases with a considerable business impact across various industries. - You’ll work in collaboration with our researchers, other AI engineers, product engineers on our most complex customer projects involving complex fine-tuning, state-of-the-art LLM applications, and contributing to our open-source codebase for tasks such as inference and fine-tuning.- You’ll be involved in pre-sales calls to understand potential clients' needs, challenges, and aspirations. You will provide technical guidance on our products and explain Mistral technologies to various stakeholders. - Your collaboration with our product and science team to improve continuously our product and model capabilities based on customers’ feedback  Required Skills & Qualifications:Must haves:- PhD / master in AI / data science.- 2+ years as a technical individual contributor (machine learning engineer or data scientist or software engineer) on AI-based products- Experience in Fine Tuning LLMs, tackling advanced RAG or agentic use cases - Experience in MLOps and deploying Machine Learning use cases at scale - Deep understanding of concepts and algorithms underlying machine learning and LLMs- Experience building and deploying LLMs or NLP applications- Proven experience in AI or machine learning product implementation with APIs, back-end and front-end interfaces. - Strong technical coding skills in Python- Experience in deep learning with Pytorch- Experience with Agents framework such as Langchain, vector DBs- Strong communication skills with an ability to explain complex technical concepts in simple terms with technical and non-technical audiencesNice to Haves:- Experience as a Customer Engineer, Forward Deployed Engineer, Sales Engineer, Solutions Architect or Technical Product Manager - You have contributed to open-source projects in particular in the space of LLMs",https://jobs.lever.co/mistral/ae05110b-1ea3-4679-81a6-d25c4dc7c66c
53,Mistral AI,Research Engineer,United States,"About Mistral -At Mistral AI, we are a tight-knit, nimble team dedicated to bringing our cutting-edge AI technology to the world. Our mission is to make AI ubiquitous and open-We are creative, low-ego, team-spirited, and have been passionate about AI for years-We hire people who thrive in competitive environments, because they find them more fun to work in-We hire passionate women and men from all over the world-Our teams are distributed between France, UK and USA Role Summary -As a Research Engineer here, you will be responsible for building our AI systems-Working hand in hand with our science team, you will help us accelerate research -Location : Palo Alto, USKey Responsibilities -Help accelerate researchers by taking on more complex part of pipelines and building appropriate tools.-Help interface our research with the products we build-Conduct research on the latest AI and machine learning technologies-Develop and implement AI models and algorithms, designing and executing the required experimental protocols-Write simple and efficient machine learning code-Develop prototypes and proof-of-concept models for AI applicationsAbout the Research Engineering team -The team will be located in Paris, London the Palo Alto-Our Research engineering team is embedded in our Science team-Our engineers can fluidly move on the production / research spectrum depending on where the needs are or where their interests lieQualifications & profile -Master’s in computer science (or equivalent) or ideally a Phd -Background in research and have a previous experience working in a lab-Experience with deep learning, natural language processing, LLMs -Hands-on experience with AI frameworks and tools (e.g., TensorFlow, PyTorch, Jax)-Have experience working with large distributed systems-Self-starter and autonomous -Low-ego -Collaborative and have a real team player mindset",https://jobs.lever.co/mistral/3db45045-b1a5-4c5d-9608-0aa7fb66f2df
54,Mistral AI,AI Scientist,United States,"Mistral AI are hiring experts in the role of pre-training and fine-tuning large language models.About Mistral - At Mistral AI, we are a tight-knit, nimble team dedicated to bringing our cutting-edge AI technology to the world. Our mission is to make AI ubiquitous and open- We are creative, low-ego, team-spirited, and have been passionate about AI for years- We hire people who thrive in competitive environments, because they find them more fun to work in- We hire passionate women and men from all over the world- Our teams are distributed between France, UK and USA Mistral AI is hiring an expert in the role of pre-training and fine-tuning large language modelsKey Responsibilities- Modifying pre-trained large language models to make them able to interact with humans- Equipping large language models with the ability of calling external tools- Aligning large language models based on feedback obtained during their deployment, or going through an ad-hoc annotation process- Designing ad-hoc annotation processes themselves- Participating to the pre-training effort.Qualifications & Profile- High scientific understanding of the field of generative AI. This means a broad knowledge of the field of AI, and specific knowledge or interest in fine-tuning and using language models for applications- High technical engineering competence. This means being able to design complex software and make them usable in production- Be able to navigate the full MLOps technical stack, with a focus on architecture development and model evaluation and usage- Occasionally be able to do front-end development, and have to use complex HPC infrastructure with full autonomy- Hands-on experience with AI frameworks and tools (e.g., TensorFlow, PyTorch, Jax)- Have experience working with large distributed systems- Self-starter and autonomous - Low-ego - Collaborative and have a real team player mindsetNow, it would be ideal if you have;- Audio/Speech experience - audio input/out, NLP etc",https://jobs.lever.co/mistral/7b20d2c8-d5a7-4efd-a13e-05d920ec5985
55,Neighbor,Software Engineer,"Lehi, UT","We are looking for legendary engineers.You know the type.  When you are at lunch and a story starts about ""that time"" when ""that engineer"" came up with a pivotal feature, fixed an elusive bug, or hacked some game changing tech that totally changed the business. We feel lucky to be able to go to work every day with people like this. We hope you will be the next to join us.Neighbor has attracted world-class investors such as Andreessen-Horowitz and the creators of Airbnb and Uber. We are on a mission to create the future of self storage. Join us in leveraging Typescript, React, Ruby on Rails, Go, and the AWS ecosystem to create the systems that power the Neighbor.com marketplace. You will have significant influence in our early-stage company by helping to define product features, develop consumer marketplace technologies, and influence the system architecture to create a quality product for our users. Passion for building a world-class engineering startup is a must. A lot of engineers like the idea of working at a startup, we’re looking for engineers that will actually like working at a startup.",https://jobs.lever.co/neighbor/edb7a40b-ea8d-4a1d-b29a-503aca2784b7
56,NimbleRx,Software Engineer Intern,"Redwood City, CA","NimbleRx is a technology company that enables people to live their best lives by improving access to reliable, affordable healthcare. Our mission is to bring pharmacies into the future by building a convenient and easy-to-use service that supports pharmacists and empowers patients. We are a fast-growing, technology-first startup doing over $1 billion in GMV annually, and our team stays rooted in a patient-first mentality; we aim to bring all of our patients convenient access to reasonably-priced medications without ever needing to step foot in a pharmacy.As a Nimble Engineer, you will help in architecting the technology and customer experience that run Nimble (www.nimblerx.com). You will join a team of world-class, highly motivated software engineers to deliver front-end patterns and practices that ensure developer productivity, a great end-user experience, and a performant website. If you have the aspirations to help drive technical direction, take on technical challenges and design life changing features, come join us!This is a 40 hour per week (full-time) paid internship opportunity working a hybrid schedule 3 days/week on-site at our HQ in Redwood City, CA.Our Engineering culture: We operate with shared trust and no egos. We enjoy being ‘in this together’ to collaborate on the challenges of a rapidly scaling business, daily living out our company values of High Ownership, Burning Curiosity, and Bias for Action.",https://jobs.lever.co/nimblerx/50238c70-4ff2-4166-8149-afb233bde2ca
57,Numan,iOS Engineer,Remote,"About Numan Founded in 2018, we’ve already grown to be a 200+ team distributed across the globe united by a singular mission: empowering people to take control of their health.Numan is transforming health: we’ve built a cutting-edge platform that integrates diagnostics, medication, supplements, digital programmes, and doctor consultations. Giving people the tools they need to shake off inertia, seize control of their health, and make the most of it. To deliver on our transformative mission, we are guided by our 5 company values: • Patients first.• Deliver sustainable results at speed.• Own the quality.• Succeed together.• Care deeply.Backed by top-tier investors, Numan is already having a positive impact on hundreds of thousands of patients here in the UK, and we want you to help us deliver this mission!The roleWe are looking for a product-focused iOS engineer to join our motivated and growing team. We are a fast-moving, agile team made up of experienced engineers that take pride in our work. You will be involved in the development of the next generation of Numan products and have a direct impact on shaping the future of the company.",https://jobs.eu.lever.co/numan/ccab2f19-a35a-4ac4-a893-a364c0027231
58,Palantir Technologies,Forward Deployed Software Engineer,"New York, NY","A World-Changing CompanyPalantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.The RoleForward Deployed Software Engineers (FDSEs) work directly with customers to quickly understand their greatest problems and design and implement solutions using data. In this role, you’ll apply your problem solving ability, creativity, and technical skills to help organizations use their data to drive a real impact in the world. You’ll have the opportunity to gain rare insight into and contribute to some of the most important industries and institutions globally!Core ResponsibilitiesFDSEs responsibilities look similar to those of a startup CTO: you’ll work in small teams and own end-to-end execution of high stakes projects. A day might span discussing architecture with fellow engineers, wrangling massive-scale data, coding a custom web app, speaking with customer executives, or establishing strategy for your team.Do you aspire to be an entrepreneur or an engineering leader? If yes, we believe Palantir is the best place — with the best colleagues — to learn how!",https://jobs.lever.co/palantir/f4fe17a6-f2bd-4a1e-af49-adce0f08dcce
59,Palantir Technologies,"Forward Deployed Software Engineer, Internship","Washington, D.C.","A World-Changing CompanyPalantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.The RoleForward Deployed Software Engineers (FDSEs) work directly with customers to quickly understand their greatest problems and design and implement solutions to use data against them. Our customers rely on Palantir’s platforms for some of their most critical operations. As an FDSE working in our defense business, you will help defense customers plan and execute operations, understand their personnel and equipment footprint, and communicate in real-time with mission partners and legacy systems. You’ll have the opportunity to gain rare insight into and contribute to some of the world’s most critical challenges.Core ResponsibilitiesAs an FDSE Intern, your responsibilities look similar to those at a small startup, with the resources, stability and mentorship of an established tech company: You’ll work in small teams with minimal supervision and own end-to-end execution of high stakes projects. As an FDSE Defense Tech Intern - you will be supporting work specifically focusing on delivering our Palantir Defense capabilities to our most critical mission partners. Your day might span discussing architecture with fellow engineers, wrangling massive-scale data, coding a custom web app, speaking with customer contacts, or establishing strategy for your team.FDSE Defense Tech Interns are treated just like full time engineers, with significant freedom and ownership over their work. Interns take responsibility for real world projects and outcomes that our customers rely on.",https://jobs.lever.co/palantir/cccfe1bd-f15b-4fe5-b044-c793e7961c1b
60,Palantir Technologies,Information System Security Engineer,"Washington, D.C.","A World-Changing CompanyPalantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.The RoleOur team members are subject matter experts in both cybersecurity and US Government policy. We’re excited about generating creative solutions to ambiguous security requirements. Our mission is deploying software in support of our customers' most critical needs as quickly as possible while upholding the government's trust. We achieve this through close consultation with stakeholders and direct ownership of the Authorization to Operate (ATO) process.As an Information System Security Engineer (ISSE), you support a variety of projects which draw from your wide spectrum of technical experience. You are resourceful, collaborative, and take initiative to improve our processes over time. Most importantly, you are passionate about taking on new challenges and finding innovative ways to support critical missions.",https://jobs.lever.co/palantir/77aeb882-b8cf-4e52-89ec-a64b3ae0ed87
61,Palantir Technologies,Backend Software Engineer,"New York, NY","A World-Changing CompanyPalantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.The RoleBackend Software Engineers at Palantir build software at scale to transform how organizations use data. Our Software Engineers are involved throughout the product lifecycle, from idea generation, design, prototyping, and production delivery. You will collaborate closely with technical and non-technical teammates to understand our customers' problems and build products that solve them. We encourage movement across teams to share context, skills, and experience, so you'll learn about many different technologies and aspects of each product. Engineers work autonomously and make decisions independently, within a community that will support and challenge you as you grow and develop, becoming a strong technical contributor and engineering leader.Our Product Development organization is made up of small teams of Software Engineers. Each team focuses on a specific aspect of a product. Our infrastructure teams are responsible for the lowest layers of our software stack, often focused on database technologies, distributed systems, large scale data systems, security, and application infrastructure. As a Software Engineer on infrastructure, you'll contribute high-quality code to underpin Palantir Foundry and Gotham with performant, secure, and scalable building blocks, enabling products deployed to the most important institutions in the public and private sector. You'll build the foundational capabilities that power our products used by research scientists, aerospace engineers, intelligence analysts, and economic forecasters, in countries around the world.We're hiring engineers who are passionate about solving real-world problems and empowering developers and end-users to do their work optimally. If you’re motivated to develop reliable, performant, scalable systems and design robust APIs and primitives, below are some examples of the types of product work you’d get to do in this role:",https://jobs.lever.co/palantir/fb2d3222-dbd8-4e03-8d39-47b820e9509c
62,Palantir Technologies,Forward Deployed AI Engineer,"New York, NY","A World-Changing CompanyPalantir builds the world’s leading software for data-driven decisions and operations. By bringing the right data to the people who need it, our platforms empower our partners to develop lifesaving drugs, forecast supply chain disruptions, locate missing children, and more.The RoleForward Deployed AI Engineers work directly with customers owning Gen AI strategy and implementation. On a daily basis, you will build end-to-end workflows, take them to production, and solve real world problems at the largest scale. You will have ample opportunity to contribute learnings from the field back to the Palantir AIP product suite.You will be on the forefront of extending Palantir's existing footprint and strategy into new markets and problem spaces opened up by Gen AI.Core ResponsibilitiesForward Deployed AI Engineers’ responsibilities look similar to those of a hands-on AI startup CTO: you’ll work in small teams to own delivery of high stakes projects with clients. A day’s work may include building LLM workflows on a large scale, interacting with customers to understand their needs and set their AI strategy, but the most impact will be driven by implementing solutions into the real world of our partner's organizations.Do you aspire to be an entrepreneur or an Applied AI leader? We believe Palantir is the best place — with the best colleagues — to learn how!",https://jobs.lever.co/palantir/636fc05c-d348-4a06-be51-597cb9e07488
63,Pano AI,"Software Engineer, Data Platform","San Francisco, California","Who we areThe problem: Every minute matters in fire response.  As climate change amplifies the intensity of wildfires—with longer fire seasons, dryer fuels, and faster winds—new ignitions spread faster and put more communities at risk. Today, most wildfires are detected by bystanders and reported via 911, meaning it can take hours to detect a fire, verify its exact location and size, and dispatch first responders. Fire authorities need a faster way to detect, confirm, and pinpoint fires so that they can quickly respond—preventing small flare-ups from becoming devastating infernos.About Pano: Pano is a venture-backed early-stage climate tech startup that is the leader in wildfire early detection, leveraging the latest advancements in IoT, AI, satellites, and SaaS software to deliver actionable intelligence to customers. Pano leverages mountaintop cameras and satellites to detect the first traces of smoke and put real-time fire images in the hands of asset owners and first responders to speed up containment. Pano is already partnering with major utilities, fire authorities, and government agencies in the USA and Australia. Recent media coverage includes being named one of the Top 10 most innovative companies in AI of 2023 by FastCompany and recipient of the Innovative Mobile Service and Application Award at Mobile World Congress through our partnership with T-Mobile.Pano brings together a diverse team bridging frontline, wildland firefighting experience with best-in-class know-how in operations, logistics, artificial intelligence, and software. Our team is composed of experienced technology professionals from companies such as Apple, Cisco, Nest, DoorDash and Meta. Headquartered in San Francisco with an office and factory in the Mission District, our hybrid team works from locations around the world. Founded in mid-2020, we’ve raised over $40M from leading VC funds. The RoleThe Software Engineer will be a part of the data platform pod that develops and deploys data ingestion and processing systems. The Software Engineer will develop and maintain systems to manage large volumes of data, ranging from small structured datasources to large volumes of images. You'll work with other software engineers, platform engineers, and computer vision engineers to develop novel software solutions to enable real-world handling of a key environmental challenge. As a self-motivated and enthusiastic member of our team, you will work in an agile environment and balance developing critical new features with improving the core technical underpinnings of our system.",https://jobs.lever.co/pano/728f42a6-6d6f-478c-8543-da0c8da2e10d
64,Passport,Analytics Engineer,"Remote, LATAM","About Passport:At Passport, we empower brands to reach their global potential by delivering the #1 international solutions for direct-to-consumer businesses. What sets us apart is our expertise in international shipping—enabling brands like Carpe, OneSkin, Rhode, GORUCK, and Wildflower Cases to scale globally with ease. Our extensive network, in-house team of logistics and ecommerce experts, integrations with Shopify and other ecommerce platforms, and user-friendly portal make us the trusted partner for growth-focused brands looking to expand internationally and create seamless cross-border experiences.About you and the role:The data team at Passport is committed to improving systems across the organization to drive better decision making. We provide information and decision support to teams, discover insights and democratize knowledge, and track performance and progress of company products. We’re excited to bring in a new member to work towards our vision of making Passport the best data driven international shipping carrier in the industry!This role is an individual contributor position working with multiple stakeholders to facilitate Passport’s client base of some of the best-known direct-to-consumer brands. The ideal candidate is someone who is self-driven, hungry to learn and thrives in a high-growth organization. You will work with cross functional teams on cost saving projects with high ROI.",https://jobs.lever.co/passportshipping/4bad118d-deca-4b04-8b86-b1725295b60e
65,Penumbra,"IT Systems Engineer, Operations","Alameda, CA","The IT Systems Engineer will provide services to employees with information technology issues and requests involving end user system development and delivery. They will develop client systems solutions; manage client systems and software life cycles; act as an escalation point for resolving complex client systems and end user issues; identify incident and problem trends; develop long-term solutions to recurring problems. They will work closely with other IT teams to ensure the highest levels of operational excellence.What You’ll Work On• Lead endpoint-related development/implementation activities• Create and maintain all aspects of end user systems standardization strategy, including asset life cycles• Automate software installation, configuration, and uninstallation activities and procedures• Document maintenance and troubleshooting procedures• Develop operations procedures and tools to improve operational efficiency and reliability for client systems• Integrate operational procedures and automation to improve consistent delivery• Manage Infrastructure Lab for client systems initiatives, including development and testing• Mentor Penumbra’s IT support staff • Maintain effective relationships with customers• Actively listen to customers’ needs and requests, ensuring they are fully understood with appropriate expectations effectively set and delivered. • Assist in refining strategy and overseeing client integration for acquisitions• Manage and maintain vendor relationships, vendor contracts, and road maps related to PC’s, Macs, smartphones, tablets, peripherals, printers, software, and cloud services What You Contribute• A Bachelor’s degree in Computer Science, Engineering, or a related field with 10+ years’ experience providing enterprise level end user support, or an equivalent combination of education and experience.• Experience configuring Active Directory, Group Policy, DNS, DHCP, RDP, Print Management, Microsoft Windows, Mac OS, configuration management tools (e.g., Microsoft SCCM, Intune, and/or JAMF), Office 365, scripting (e.g., PowerShell), Adobe Creative Cloud, and Anti-virus/anti-malware utilities.• Excellent oral, written, and interpersonal communication skills• Problem solving skills, resilience, ability to prioritize changing demands• Medical device, pharmaceutical, biotech, or other regulated industry experience desired• High degree of accuracy and attention to detail• Proficiency with MS Word, Excel, and PowerPoint Working ConditionsGeneral office environment. Willingness and ability to work on site. May have business travel from 0% - 10%. Potential exposure to blood-borne pathogens. Requires some lifting and moving of up to 15 pounds. Must be able to move between buildings and floors. Must be able to remain stationary and use a computer or other standard office equipment, such as a printer or copy machine, for an extensive period of time each day. Must be able to read, prepare emails, and produce documents and spreadsheets. Must be able to move within the office and access file cabinets or supplies, as needed. Must be able to communicate.Annual Base Salary Range: $103,057 - $150,257 / yearWe offer a competitive compensation package plus a benefits and equity program, when applicable. Individual total compensation will vary based on factors such as qualifications, skill level, competencies, and work location.",https://jobs.lever.co/penumbrainc/6d72bd40-71f5-4608-af69-c1794d4a6736
66,Persona,Product Security Engineer (SF),San Francisco,"Online identity is the foundation of how more and more businesses operate in a world where consumer behavior, privacy, and what constitutes an individual are constantly changing. We’re building the first universal and comprehensive identity infrastructure to help businesses of all sizes manage their customers, prevent fraud, and keep personal information protected.Founded in 2018 and headquartered in San Francisco, Persona is backed by top VC firms, including Index Ventures, Coatue, and Founders Fund. We're growing quickly, which includes scaling our engineering team! This position is based in San Francisco where our team is in-office Tuesday, Wednesday, and Thursday with the option to work from home Monday and Friday. We offer relocation support for those based outside of San Francisco Bay Area. About the roleWe're building something special here at Persona, and our Security Team is a big part of that.  Our team is made up of veterans from industry leaders like Square and Dropbox, and we're looking for someone to join us in shipping innovative products quickly and securely.Your job? Work with our engineering teams to make sure we're delivering rock-solid security for our customers and users. As we grow fast (and we mean fast), you'll be key in managing the risks that come with that speed.We're not just looking for someone to play defense - we want you to think ahead and outsmart the bad guys before they even know what hit them. You'll get to work with the latest tech and come up with clever ways to keep our systems locked down tight.",https://jobs.lever.co/persona/92fc3b9a-b724-4baa-a71f-b5befb311eac
67,PhysicsX,Simulation Engineer,New York,"PhysicsX is a deep-tech company of scientists and engineers, developing machine learning applications to massively accelerate physics simulations and enable a new frontier of optimization opportunities in design and engineering.  Born out of numerical physics and proven in Formula One, we help our customers radically improve their concepts and designs, transform their engineering processes and drive operational product performance. We do this in some of the most advanced and important industries of our time – including Space, Aerospace, Medical Devices, Additive Manufacturing, Electric Vehicles, Motorsport, and Renewables. Our work creates positive impact for society, be it by improving the design of artificial hearts, reducing CO2 emissions from aircraft and road vehicles, and increasing the performance of wind turbines.   We are a rapidly growing and profitable company but prefer to fly under the radar to protect our customers’ confidentiality. We are about to take the next leap in building out our technology platform and product offering. In this context, we are looking for a capable and enthusiastic simulation engineer to join our team. If all of this sounds exciting to you, we would love to talk (even if you don't tick all the boxes).Note: We do not provide visa sponsorship in the US. Please only apply if you have the right to work in the US.",https://jobs.lever.co/physicsx.ai/38145671-aa02-4f85-a122-16cb425f6587
68,Pivotal,Reliability and Systems Engineer,"Palo Alto, CA","Pivotal is the leader in the emerging market of electric Vertical Takeoff and Landing (eVTOL) aircraft. We design, develop, and manufacture light eVTOL aircraft and are renowned for the BlackFly, the first light eVTOL to fly manned missions and enter the consumer market.Efficient, compact, and simple, Pivotal vehicles are designed for a wide range of consumer, public service, and defense applications. Our distinctive tilt-aircraft architecture and scalable platform have been in development, preparing to enter the market for over 10 years. We recently announced our next-generation aircraft, the Helix, planned for general release and scalable production in early 2025.Mobility is one of the most highly-valued areas of technology investment today. This is the right company, in the right space, the right strategy, at the right time. We invite you to join our amazing team and grow with us.As a Reliability and Systems  Engineer, you will develop, lead, maintain system requirements and system reliability in conjunction with the engineering leads. You work seamlessly across functions and understand the systems engineering approach and execution of a complex system development effort. You are comfortable with a range of tools including Reliance for reliability,  JAMA for requirements and  project management tools, including Git Lab and MS Project. You are tenacious and drive accountability and leverage the collective smarts of teams to find better solutions – committed to “finding a way”. Ideally, you also bring a passion for technology, aviation, and the future of personal flight!",https://jobs.lever.co/pivotal/e5e6c637-786b-42e8-a3bd-6e9650074684
69,Plaid,Technical Support Engineer,United States,"We believe that the way people interact with their finances will drastically improve in the next few years. We’re dedicated to empowering this transformation by building the tools and experiences that thousands of developers use to create their own products. Plaid powers the tools millions of people rely on to live a healthier financial life. We work with thousands of companies like Venmo, SoFi, several of the Fortune 500, and many of the largest banks to make it easy for people to connect their financial accounts to the apps and services they want to use. Plaid’s network covers 12,000 financial institutions across the US, Canada, UK and Europe. Founded in 2013, the company is headquartered in San Francisco with offices in New York, Washington D.C., London and Amsterdam.Today, Plaid Support ensures our customers' applications can help their consumers live their best financial lives by ensuring our products continue to operate as expected. We investigate the root cause of integration issues, quantify their scope and impact, and when we can’t fix them ourselves, we work with our Growth and Engineering teams to reach a solution.  In this role, you will interface with customers via Zendesk tickets, troubleshoot customer issues using internal tools and documentation and escalate to Engineering or Partnership teams for resolution and work on projects with other TSE’s to improve internal and external processes. This role is open to candidates located in the Eastern or Central Time Zone.",https://jobs.lever.co/plaid/8d2d5c5f-f301-4434-8be8-9d060aa509cb
70,Polly,IT Security Engineer,"San Francisco, CA / Dallas, TX","Who You Are: You are a skilled IT/Security Engineer with a passion for safeguarding information systems and ensuring the integrity of company data, networks, and infrastructure. With a solid foundation in IT and cybersecurity, you are adept at risk management, incident response, and vulnerability assessment. You thrive in a role where you're the go-to expert for IT-related issues, from authentication and access control to troubleshooting employee devices. You’re comfortable coordinating with external IT resources and committed to staying ahead of potential threats while maintaining seamless operations across the organization.Does this sound like you? If so, keep reading and apply today!",https://jobs.lever.co/pollyex/cef0c90f-26d5-421d-80e3-1f420b42460f
71,Redhorse Corporation,Junior Data Scientist,"Arlington, VA","Positon DescriptionRedhorse is hiring for a Junior Data Scientist to support the Chief Digital Artificial Intelligence Office’s (CDAO) contribution in the DoD’s integrated biosurvelliance (IB) program.  IB is a cornerstone of biodefense, requiring intelligence collection, analytic capabilities, and information sharing. IB is the process of gathering, integrating, interpreting, and communicating essential information related to all-hazard threats (biological, chemical, nuclear terrorist attacks; extreme weather events; naturally occurring emerging infectious diseases) or disease activity affecting human, animal, or plant health to achieve early detection and warning, to contribute to overall situational awareness of the health aspects of an incident, and to enable better decision-making at all levels. This position is part of a team that will leverage Advana’s data, analytics, AI, and automation capabilities in collaboration with ongoing efforts supported by multi-intelligence and multi-domain systems across different organizations.",https://jobs.lever.co/redhorsecorp/c5dcf08a-943b-432f-8dfe-4d441710b077
72,Refuel AI,Forward Deployed Engineer,"San Francisco, CA","About Refuel.aiThe MissionGreat companies are built on great data. The most successful companies - think Amazon, Google and Meta - employ thousands of data scientists, and spend billions on infrastructure and human operations to solve this problem today. Refuel’s platform enables enterprises to clean, enrich and label their mountains of messy, unstructured data at superhuman accuracy, by leveraging state-of-the-art LLMs. Recognizing merchants in credit card transactions, parsing candidate resumes, enriching business profiles, standardizing product catalogs – these are just a few examples of applications that our users are building with Refuel, and we’re just getting started. With LLMs, we believe we can solve this data quality bottleneck for every single enterprise in the world, and accelerate the era of AI abundanceThe teamRefuel was founded by Rishabh Bhargava  and Nihit Desai, and is backed by General Catalyst and XYZ Ventures. We are a small, tightly knit team of builders with deep backgrounds in AI, having worked at the world's leading technology companies and institutions such as Meta, Google Deepmind, Amazon, Lyft, Primer.ai, Stanford and Cambridge. We work out of our offices in San Francisco, CA.",https://jobs.lever.co/refuel/93afa841-1635-41d3-9c91-950aa1189724
73,Rigetti Computing,PVD Engineer,"Fremont, CA","Rigetti Computing is developing cloud-deployable quantum computers to solve humanity’s most pressing and valuable problems. We are a highly diverse and interdisciplinary team of scientists and engineers working at the cutting edge of technology in a mission-driven entrepreneurial environment. We believe that bringing teams from various cultures, educational backgrounds, and technical disciplines helps them to see things from more points of view and to make great products that change the world for the better. Physical Vapor Deposition (PVD) processes are used to create ultra-thin, ultra-pure metallic and dielectric films for a variety of applications in semiconductor manufacturing. As a PVD engineer, you will be the tool owner and responsible for tracking the tool and process parameters for the fabrication of Josephson Junctions (JJs) which are critical devices in superconducting qubits. You will be working closely with the facilities/maintenance team to maintain tool health with preventive maintenance cycles and lead troubleshooting efforts in the case of tool failure modes. You will also be responsible for reviewing tool monitors and room temperature (RT) metrology data from JJ devices to maintain baseline. Your role includes working closely with the Lead JJ integration engineer and you are expected to help with identifying dependencies between the tool and JJ process. You will help to drive yield improvement through tool impacts on fabrication flow and yield outcomes. Together with senior integration engineers, you will be responsible for identifying new materials, tools and process improvements towards improved performance. You will work in a fast-paced environment and interact with a wide range of engineers and scientists in process, integration, design, failure analysis and quantum engineering. The ideal candidate will have advanced degree, coursework and hands-on fab work in at least one of the 2 critical areas, Physical vapor deposition (PVD) or superconducting/semiconductor device fabrication.We are looking for someone who is diligent and excited about helping the Fab team with the wafer processing and contributes to steadily improving Quantum device performance.",https://jobs.lever.co/rigetti/46b1dc29-ad28-452f-a195-711b283a2e6c
74,Rivos,Fabric/Interconnect Architect,"Santa Clara, CA","Our mission is to create computing platforms (HW/SW co-design) that will transform the industry with the most advanced technologies. As fabric architect, you will be responsible for the internal interconnect architecture specification and its performance, power, area requirements. This will cover both coherent and non-coherent interconnects and chiplet-to-chiplet connections. You will be working with the Silicon team (eg. RTL/microarchitecture, DV, PD, Perf, DFT) members and industry consortiums such as UCIe.",https://jobs.lever.co/rivosinc/42223c4e-4d57-456f-936e-dd40b6a3edbd
75,Ro,Frontend Engineer,"New York, NY","Ro is a direct-to-patient healthcare company with a mission of helping patients achieve their health goals by delivering the easiest, most effective care possible. Ro is the only company to offer nationwide telehealth, labs, and pharmacy services. This is enabled by Ro's vertically integrated platform that helps patients achieve their goals through a convenient, end-to-end healthcare experience spanning from diagnosis, to delivery of medication, to ongoing care. Since 2017, Ro has helped millions of patients in nearly every single county in the United States, including 98% of primary care deserts.The healthcare system today is not designed to help patients achieve their goals. It’s designed around institutions such as hospitals and insurance companies. A patient centric healthcare system is one that is designed around the goals a patient wants to achieve. We’re building healthcare that puts patients in control, provides reactive and proactive care, has transparent pricing and process, is extremely effective and ridiculously convenient, and evolves over time based on patients’ goals.Ro has been recognized as a Fortune Best Workplace in New York and Health Care for four consecutive years (2021-2024). In 2023, Ro was also named Best Workplace for Parents for the third year in a row. In 2022, Ro was listed as a CNBC Disruptor 50. The Role:As a Frontend Engineer at Ro, you’ll be at the forefront of revolutionizing healthcare access through technology. Collaborating with a dynamic, cross-functional team, you’ll design and build innovative, user-friendly tools that empower providers and enhance patient care. Your work will have a direct impact on thousands of patients, creating seamless and intuitive web applications that elevate their healthcare experience. You’ll own the visual and technical quality of Ro’s internal applications, contribute to the architecture of robust provider solutions, and cultivate expertise in web development best practices, including accessibility, performance, and scalable design.",https://jobs.lever.co/ro/0753ea33-04f6-49e4-a43f-032c64b24900
